天空之城, 宫崎骏 Hayao Miyazaki, 田中真弓 Mayumi Tanaka / 横泽启子 Ke..., 1986, 9.2, 978809
摔跤吧！爸爸, 涅提·蒂瓦里 Nitesh Tiwari, 阿米尔·汗 Aamir Khan / 法缇玛..., 2016, 9.0, 1699932
鬼子来了, 姜文 Wen Jiang, 姜文 Wen Jiang / 香川照之 Teruyuki Kagawa /..., 2000, 9.3, 691970
少年派的奇幻漂流, 李安 Ang Lee, 苏拉·沙玛 Suraj Sharma / 伊尔凡·可汗 Irrfan..., 2012, 9.1, 1454451
钢琴家, 罗曼·波兰斯基 Roman Polanski, 艾德里安·布洛迪 Adrien Brod..., 2002, 9.3, 723649
指环王2：双塔奇兵, 彼得·杰克逊 Peter Jackson, 伊利亚·伍德 Elijah Wood / 西恩..., 2002, 9.2, 830542
死亡诗社, 彼得·威尔 Peter Weir, 罗宾·威廉姆斯 Robin Williams / 罗伯..., 1989, 9.2, 839877
大话西游之月光宝盒, 刘镇伟 Jeffrey Lau, 周星驰 Stephen Chow / 吴孟达 Man Tat Ng..., 1995, 9.0, 1327252
何以为家, 娜丁·拉巴基 Nadine Labaki, 扎因·拉费阿 Zain al-Rafeea / ..., 2018, 9.1, 1136136
闻香识女人, 马丁·布莱斯 Martin Brest, 阿尔·帕西诺 Al Pacino / 克里斯..., 1992, 9.1, 991173
绿皮书, 彼得·法雷里 Peter Farrelly, 维果·莫腾森 Viggo Mortensen /..., 2018, 8.9, 1830773
大闹天宫, 万籁鸣 Laiming Wan, 邱岳峰 Yuefeng Qiu / 富润生 Runsheng Fu..., 1999, 9.1, 920099
指环王1：护戒使者, 彼得·杰克逊 Peter Jackson, 伊利亚·伍德 Elijah Wood / 西恩..., 2001, 9.1, 930788
罗马假日, 威廉·惠勒 William Wyler, 奥黛丽·赫本 Audrey Hepburn / 格..., 1953, 9.1, 1022555
教父2, 弗朗西斯·福特·科波拉 Francis Ford Coppola, 阿尔·帕西诺 A..., 1974, 9.3, 615616
狮子王, Roger Allers / 罗伯·明可夫 Rob Minkoff, 乔纳森·泰勒·托马..., 1994, 9.1, 931685
天堂电影院, 朱塞佩·托纳多雷 Giuseppe Tornatore, 菲利普·努瓦雷 Philipp..., 1988, 9.2, 725102
饮食男女, 李安 Ang Lee, 郎雄 Sihung Lung / 杨贵媚 Kuei-Mei Yang / 吴..., 1994, 9.2, 696176
辩护人, 杨宇硕 Woo-seok Yang, 宋康昊 Kang-ho Song / 金英爱 Yeong-ae..., 2013, 9.2, 643418
搏击俱乐部, 大卫·芬奇 David Fincher, 爱德华·诺顿 Edward Norton / 布拉..., 1999, 9.0, 936375
本杰明·巴顿奇事, 大卫·芬奇 David Fincher, 凯特·布兰切特 Cate Blanchett / ..., 2008, 9.0, 1072755
美丽心灵, 朗·霍华德 Ron Howard, 罗素·克劳 Russell Crowe / 艾德·哈..., 2001, 9.1, 834519
穿条纹睡衣的男孩, 马克·赫尔曼 Mark Herman, 阿萨·巴特菲尔德 Asa Butterfield ..., 2008, 9.2, 623839
情书, 岩井俊二 Shunji Iwai, 中山美穗 Miho Nakayama / 丰川悦司 Ets..., 1995, 8.9, 1278657
两杆大烟枪, 盖·里奇 Guy Ritchie, 杰森·弗莱明 Jason Flemyng / 德克斯特..., 1998, 9.1, 656530
窃听风暴, 弗洛里安·亨克尔·冯·多纳斯马尔克 Florian Henckel von Donnersmarck, 丹尼尔·雷德克里夫 Daniel Radcliffe..., 2011, 9.0, 939200
音乐之声, 罗伯特·怀斯 Robert Wise, 朱莉·安德鲁斯 Julie Andrews / 克..., 1965, 9.1, 664000
西西里的美丽传说, 朱塞佩·托纳多雷 Giuseppe Tornatore, 莫妮卡·贝鲁奇 Monica ..., 2000, 8.9, 1066561
功夫, 周星驰 Stephen Chow, 周星驰 Stephen Chow / 元秋 Qiu Yuen / ..., 2004, 8.9, 1286839
阿凡达, 詹姆斯·卡梅隆 James Cameron, 萨姆·沃辛顿 Sam Worthington ..., 2009, 8.8, 1535033
哈利·波特与阿兹卡班的囚徒, 阿方索·卡隆 Alfonso Cuarón, 丹尼尔·雷德克里夫 Daniel Rad..., 2004, 9.0, 856714
看不见的客人, 奥里奥尔·保罗 Oriol Paulo, 马里奥·卡萨斯 Mario Casas / 阿..., 2016, 8.8, 1400596
拯救大兵瑞恩, 史蒂文·斯皮尔伯格 Steven Spielberg, 汤姆·汉克斯 Tom Hanks..., 1998, 9.1, 705566
沉默的羔羊, 乔纳森·戴米 Jonathan Demme, 朱迪·福斯特 Jodie Foster / 安..., 1991, 8.9, 985510
小鞋子, 马基德·马基迪 Majid Majidi, 默罕默德·阿米尔·纳吉 Mohamma..., 1997, 9.2, 450298
飞越疯人院, 米洛斯·福尔曼 Miloš Forman, 杰克·尼科尔森 Jack Nichols..., 1975, 9.1, 589285
布达佩斯大饭店, 韦斯·安德森 Wes Anderson, 拉尔夫·费因斯 Ralph Fiennes / ..., 2014, 8.9, 1050651
蝴蝶效应, 埃里克·布雷斯 Eric Bress / J·麦基·格鲁伯 J. Mackye Gruber, 莱昂纳多·迪卡普里奥 Leonardo DiCaprio / ..., 2010, 8.9, 1080079
致命魔术, 克里斯托弗·诺兰 Christopher Nolan, 休·杰克曼 Hugh Jackman..., 2006, 8.9, 939394
心灵捕手, 格斯·范·桑特 Gus Van Sant, 马特·达蒙 Matt Damon / 罗宾·..., 1997, 9.0, 793034
低俗小说, 昆汀·塔伦蒂诺 Quentin Tarantino, 约翰·特拉沃尔塔 John Tra..., 1994, 8.9, 928859
超脱, 托尼·凯耶 Tony Kaye, 艾德里安·布洛迪 Adrien Brody / 马西..., 2011, 9.0, 697280
哈利·波特与密室, Chris Columbus, 丹尼尔·雷德克里夫 Daniel Radcliffe / 艾玛..., 2002, 8.9, 882359
摩登时代, 查理·卓别林 Charles Chaplin, 查理·卓别林 Charles Chaplin ..., 1936, 9.3, 335375
喜剧之王, 周星驰 Stephen Chow / 李力持 Lik-Chi Lee, 周星驰 Stephen Ch..., 1999, 8.8, 1063430
杀人回忆, 奉俊昊 Joon-ho Bong, 宋康昊 Kang-ho Song / 金相庆 Sang-kyun..., 2003, 8.9, 808657
致命ID, 詹姆斯·曼高德 James Mangold, 约翰·库萨克 John Cusack / 雷..., 2003, 8.9, 918272
春光乍泄, 王家卫 Kar Wai Wong, 张国荣 Leslie Cheung / 梁朝伟 Tony Leu..., 1997, 9.0, 692772
一一, 杨德昌 Edward Yang, 吴念真 / 李凯莉 Kelly Lee / 金燕玲 Elai..., 2000, 9.1, 472522
海豚湾, 路易·西霍尤斯 Louie Psihoyos, 路易·西霍尤斯 Louie Psihoyo..., 2009, 9.3, 376492
美国往事, 赛尔乔·莱翁内 Sergio Leone, 罗伯特·德尼罗 Robert De Niro ..., 1984, 9.1, 457346
加勒比海盗, 戈尔·维宾斯基 Gore Verbinski, 约翰尼·德普 Johnny Depp / ..., 2003, 8.8, 941384
红辣椒, 今敏 Satoshi Kon, 林原惠美 Megumi Hayashibara / 江守彻 Toru..., 2006, 9.0, 546100
七宗罪, 大卫·芬奇 David Fincher, 摩根·弗里曼 Morgan Freeman / 布..., 1995, 8.8, 1028691
唐伯虎点秋香, 李力持 Lik-Chi Lee, 周星驰 Stephen Chow / 巩俐 Li Gong / 陈..., 1993, 8.7, 1190092
还有明天, 宝拉·柯特莱西 Paola Cortellesi, 宝拉·柯特莱西 Paola Corte..., 2023, 9.4, 285547
狩猎, 托马斯·温特伯格 Thomas Vinterberg, 麦斯·米科尔森 Mads Mik..., 2012, 9.1, 450658
幽灵公主, 宫崎骏 Hayao Miyazaki, 松田洋治 Yôji Matsuda / 石田百合..., 1997, 8.9, 646256
甜蜜蜜, 陈可辛 Peter Chan, 黎明 Leon Lai / 张曼玉 Maggie Cheung / ..., 1996, 8.9, 646684
蝙蝠侠：黑暗骑士崛起, 克里斯托弗·诺兰 Christopher Nolan, 克里斯蒂安·贝尔 Christ..., 2012, 8.9, 791940
7号房的礼物, 李焕庆 Hwan-kyeong Lee, 柳承龙 Seung-yong Ryoo / 朴信惠 Shi..., 2013, 8.9, 607700
寄生虫, 奉俊昊 Joon-ho Bong, 宋康昊 Kang-ho Song / 李善均 Seon-gyun..., 2019, 8.8, 1504453
天书奇谭, 王树忱 Shuchen Wang / 钱运达 Yunda Qian, 丁建华 Jianhua Din..., 2021, 9.2, 318301
超能陆战队, 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams, 斯科特..., 2014, 8.8, 1114623
爱在黎明破晓前, 理查德·林克莱特 Richard Linklater, 伊桑·霍克 Ethan Hawke ..., 1995, 8.8, 771234
被嫌弃的松子的一生, 中岛哲也 Tetsuya Nakashima, 中谷美纪 Miki Nakatani / 瑛太 E..., 2006, 8.8, 757122
第六感, M·奈特·沙马兰 M. Night Shyamalan, 布鲁斯·威利斯 Bruce Wi..., 1999, 8.9, 617665
爱在日落黄昏时, 理查德·林克莱特 Richard Linklater, 伊桑·霍克 Ethan Hawke ..., 2004, 8.9, 631419
重庆森林, 王家卫 Kar Wai Wong, 林青霞 Brigitte Lin / 金城武 Takeshi K..., 1994, 8.8, 898197
入殓师, 泷田洋二郎 Yôjirô Takita, 本木雅弘 Masahiro Motoki / ..., 2008, 8.9, 729646
剪刀手爱德华, 蒂姆·波顿 Tim Burton, 约翰尼·德普 Johnny Depp / 薇诺娜·..., 1990, 8.7, 1101432
未麻的部屋, 今敏 Satoshi Kon, 岩男润子 Junko Iwao / 松本梨香 Rica Matsu..., 1997, 9.1, 406360
断背山, 李安 Ang Lee, 希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake..., 2005, 8.8, 762878
菊次郎的夏天, 北野武 Takeshi Kitano, 北野武 Takeshi Kitano / 关口雄介 Yus..., 1999, 8.9, 657110
哈利·波特与火焰杯, 迈克·内威尔 Mike Newell, 丹尼尔·雷德克里夫 Daniel Radclif..., 2005, 8.8, 771408
茶馆, 谢添 Tian Xie, 于是之 Shizhi Yu / 郑榕 Rong Zhen / 蓝天野 T..., 2010, 8.9, 610695
勇敢的心, 梅尔·吉布森 Mel Gibson, 梅尔·吉布森 Mel Gibson / 苏菲·玛..., 1995, 8.9, 594468
头脑特工队, 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen, 多姆纳尔·格里森 Domhnall Gl..., 2013, 8.8, 762922
无人知晓, 是枝裕和 Hirokazu Koreeda, 柳乐优弥 Yûya Yagira / 北浦爱..., 2004, 9.1, 362074
消失的爱人, 大卫·芬奇 David Fincher, 本·阿弗莱克 Ben Affleck / 罗莎蒙..., 2014, 8.7, 1046845
倩女幽魂, 程小东 Siu-Tung Ching, 张国荣 Leslie Cheung / 王祖贤 Joey W..., 1987, 8.8, 817056
完美的世界, 克林特·伊斯特伍德 Clint Eastwood, 凯文·科斯特纳 Kevin Cos..., 1993, 9.1, 350380
驯龙高手, 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders, 夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao, 1994, 8.8, 676465
花样年华, 王家卫 Kar Wai Wong, 张曼玉 Maggie Cheung / 梁朝伟 Tony Leu..., 2000, 8.8, 768911
小森林 夏秋篇, 森淳一 Junichi Mori, 桥本爱 Ai Hashimoto / 三浦贵大 Takahir..., 2014, 9.0, 462413
新世界, 朴勋政 Hoon-jung Park, 李政宰 Jung-Jae Lee / 崔岷植 Min-sik..., 2013, 8.9, 507634
天使爱美丽, 让-皮埃尔·热内 Jean-Pierre Jeunet, 奥黛丽·塔图 Audrey Tau..., 2001, 8.7, 1005435
傲慢与偏见, 乔·怀特 Joe Wright, 凯拉·奈特莉 Keira Knightley / 马修·..., 2005, 8.7, 896028
一个叫欧维的男人决定去死, 汉内斯·赫尔姆 Hannes Holm, 罗夫·拉斯加德 Rolf Lassgård..., 2015, 8.9, 548094
侧耳倾听, 近藤喜文 Yoshifumi Kondo, 本名阳子 Youko Honna / 小林桂树 K..., 1995, 8.9, 508416
怪兽电力公司, 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman, 约..., 2001, 8.8, 747780
玩具总动员3, 李·昂克里奇 Lee Unkrich, 汤姆·汉克斯 Tom Hanks / 蒂姆·艾..., 2010, 8.9, 574122
请以你的名字呼唤我, 卢卡·瓜达尼诺 Luca Guadagnino, 艾米·汉莫 Armie Hammer / ..., 2017, 8.8, 801058
教父3, 弗朗西斯·福特·科波拉 Francis Ford Coppola, 阿尔·帕西诺 A..., 1990, 9.0, 417616
色，戒, 李安 Ang Lee, 梁朝伟 Tony Leung Chiu Wai / 汤唯 Wei Tang / ..., 2007, 8.7, 928385
幸福终点站, 史蒂文·斯皮尔伯格 Steven Spielberg, 汤姆·汉克斯 Tom Hanks..., 2004, 8.8, 624618
哪吒闹海, 王树忱 Shuchen Wang / 严定宪 Dingxian Yan, 梁正晖 Zhenghui ..., 1979, 9.2, 298193
被解救的姜戈, 昆汀·塔伦蒂诺 Quentin Tarantino, 杰米·福克斯 Jamie Foxx /..., 2012, 8.8, 671533
九品芝麻官, 王晶 Jing Wong, 周星驰 Stephen Chow / 吴孟达 Man Tat Ng / ..., 1994, 8.8, 768264
小森林 冬春篇, 森淳一 Junichi Mori, 桥本爱 Ai Hashimoto / 三浦贵大 Takahir..., 2015, 9.0, 411206
釜山行, 延尚昊 Sang-ho Yeon, 孔侑 Yoo Gong / 郑有美 Yu-mi Jung / 马..., 2016, 8.6, 1316340
神偷奶爸, 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud, ..., 2010, 8.7, 1024797
萤火之森, 大森贵弘 Takahiro Omori, 佐仓绫音 Ayane Sakura / 内山昂辉 K..., 2011, 8.8, 593979
喜宴, 李安 Ang Lee, 赵文瑄 Winston Chao / 归亚蕾 Ya-lei Kuei / 郎..., 1993, 9.0, 414364
告白, 中岛哲也 Tetsuya Nakashima, 松隆子 Takako Matsu / 冈田将生 ..., 2010, 8.8, 725255
玛丽和马克思, 亚当·艾略特 Adam Elliot, 托妮·科莱特 Toni Collette / 菲利..., 2009, 9.0, 450329
头号玩家, 史蒂文·斯皮尔伯格 Steven Spielberg, 泰伊·谢里丹 Tye Sheri..., 2018, 8.6, 1480331
七武士, 黑泽明 Akira Kurosawa, 三船敏郎 Toshirô Mifune / 志村乔 ..., 1954, 9.3, 226205
模仿游戏, 莫滕·泰杜姆 Morten Tyldum, 本尼迪克特·康伯巴奇 Benedict C..., 2014, 8.8, 705798
大鱼, 蒂姆·波顿 Tim Burton, 伊万·麦克格雷格 Ewan McGregor / 阿..., 2003, 8.8, 612829
惊魂记, 阿尔弗雷德·希区柯克 Alfred Hitchcock, 安东尼·博金斯 Antho..., 1960, 9.0, 342081
射雕英雄传之东成西就, 刘镇伟 Jeffrey Lau, 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri..., 1993, 8.7, 701390
血战钢锯岭, 梅尔·吉布森 Mel Gibson, 安德鲁·加菲尔德 Andrew Garfield /..., 2016, 8.7, 841200
我是山姆, 杰茜·尼尔森 Jessie Nelson, Sean Penn / Dakota Fanning / Mi..., 2001, 9.0, 367344
你的名字。, 新海诚 Makoto Shinkai, 神木隆之介 Ryûnosuke Kamiki / 上..., 2016, 8.5, 1553781
阳光姐妹淘, 姜炯哲 Hyeong-Cheol Kang, 沈恩京 Eun-kyung Shim / 闵孝琳 Hy..., 2011, 8.8, 626141
恐怖直播, 金秉祐 Byeong-woo Kim, 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y..., 2013, 8.7, 711955
黑客帝国3：矩阵革命, 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski, 牛振华 Zhenhua N..., 1994, 9.5, 169080
心灵奇旅, 彼特·道格特 Pete Docter / 凯普·鲍尔斯 Kemp Powers, 杰米·..., 2020, 8.7, 1102819
电锯惊魂, 詹姆斯·温 James Wan, 雷·沃纳尔 Leigh Whannell / 加利·艾..., 2004, 8.7, 594021
三块广告牌, 马丁·麦克唐纳 Martin McDonagh, 弗兰西斯·麦克多蒙德 France..., 2017, 8.7, 898020
小丑, 托德·菲利普斯 Todd Phillips, 杰昆·菲尼克斯 Joaquin Phoeni..., 2019, 8.7, 1103951
谍影重重3, 保罗·格林格拉斯 Paul Greengrass, 马特·达蒙 Matt Damon / ..., 2007, 8.9, 458112
达拉斯买家俱乐部, 让-马克·瓦雷 Jean-Marc Vallée, 马修·麦康纳 Matthew McCon..., 2013, 8.8, 494117
疯狂原始人, 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders, 陈冠希 Edison Chen / ..., 2003, 8.8, 548383
绿里奇迹, 弗兰克·德拉邦特 Frank Darabont, 汤姆·汉克斯 Tom Hanks / ..., 1999, 8.9, 376264
爱在午夜降临前, 理查德·林克莱特 Richard Linklater, 伊桑·霍克 Ethan Hawke ..., 2013, 8.9, 456852
海街日记, 是枝裕和 Hirokazu Koreeda, 绫濑遥 Haruka Ayase / 长泽雅美 M..., 2015, 8.8, 505544
风之谷, 宫崎骏 Hayao Miyazaki, 岛本须美 Sumi Shimamoto / 松田洋治 Y..., 1984, 8.9, 385585
上帝之城, 费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund, 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin, 2006, 8.6, 902704
英雄本色, 吴宇森 John Woo, 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国..., 1986, 8.6, 592437
雨中曲, 斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly, 吉恩·..., 1952, 9.1, 258443
心迷宫, 忻钰坤 Yukun Xin, 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ..., 2014, 8.7, 595734
2001太空漫游, 斯坦利·库布里克 Stanley Kubrick, 凯尔·杜拉 Keir Dullea / ..., 1968, 8.9, 379086
末路狂花, 雷德利·斯科特 Ridley Scott, 吉娜·戴维斯 Geena Davis / 苏..., 1991, 9.0, 323688
纵横四海, 吴宇森 John Woo, 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung..., 1991, 8.8, 464214
记忆碎片, 克里斯托弗·诺兰 Christopher Nolan, 盖·皮尔斯 Guy Pearce /..., 2000, 8.7, 654096
卢旺达饭店, 特瑞·乔治 Terry George, 唐·钱德尔 Don Cheadle / 苏菲·奥..., 2004, 8.9, 359355
高山下的花环, 谢晋 Jin Xie, 吕晓禾 Xiaohe Lü / 唐国强 Guoqiang Tang / 何..., 1985, 9.5, 142517
无敌破坏王, 瑞奇·莫尔 Rich Moore, 约翰·C·赖利 John C. Reilly / 萨拉..., 2012, 8.7, 596613
小偷家族, 是枝裕和 Hirokazu Koreeda, 中川雅也 Lily Franky / 安藤樱 Sa..., 2018, 8.7, 879638
冰川时代, 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge, 梅利莎·乔治 Melissa ..., 2009, 8.5, 961363
